"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2004","Ontario [35]","2016A000235","Total impaired driving [910]","Total, adult charged","Number","223","units","0","v68755440","1.149.9","17040","","","","0"
"2005","Ontario [35]","2016A000235","Total impaired driving [910]","Total, adult charged","Number","223","units","0","v68755440","1.149.9","16732","","","","0"
"2006","Ontario [35]","2016A000235","Total impaired driving [910]","Total, adult charged","Number","223","units","0","v68755440","1.149.9","16469","","","","0"
"2007","Ontario [35]","2016A000235","Total impaired driving [910]","Total, adult charged","Number","223","units","0","v68755440","1.149.9","16462","","","","0"
"2008","Ontario [35]","2016A000235","Total impaired driving [910]","Total, adult charged","Number","223","units","0","v68755440","1.149.9","17402","","","","0"
"2009","Ontario [35]","2016A000235","Total impaired driving [910]","Total, adult charged","Number","223","units","0","v68755440","1.149.9","16962","","","","0"
"2010","Ontario [35]","2016A000235","Total impaired driving [910]","Total, adult charged","Number","223","units","0","v68755440","1.149.9","16101","","","","0"
"2011","Ontario [35]","2016A000235","Total impaired driving [910]","Total, adult charged","Number","223","units","0","v68755440","1.149.9","15990","","","","0"
"2012","Ontario [35]","2016A000235","Total impaired driving [910]","Total, adult charged","Number","223","units","0","v68755440","1.149.9","15945","","","","0"
"2013","Ontario [35]","2016A000235","Total impaired driving [910]","Total, adult charged","Number","223","units","0","v68755440","1.149.9","14556","","","","0"
"2014","Ontario [35]","2016A000235","Total impaired driving [910]","Total, adult charged","Number","223","units","0","v68755440","1.149.9","14116","","","","0"
"2015","Ontario [35]","2016A000235","Total impaired driving [910]","Total, adult charged","Number","223","units","0","v68755440","1.149.9","14174","","","","0"
"2016","Ontario [35]","2016A000235","Total impaired driving [910]","Total, adult charged","Number","223","units","0","v68755440","1.149.9","13870","","","","0"
"2017","Ontario [35]","2016A000235","Total impaired driving [910]","Total, adult charged","Number","223","units","0","v68755440","1.149.9","13669","","","","0"
"2018","Ontario [35]","2016A000235","Total impaired driving [910]","Total, adult charged","Number","223","units","0","v68755440","1.149.9","13410","","","","0"
"2019","Ontario [35]","2016A000235","Total impaired driving [910]","Total, adult charged","Number","223","units","0","v68755440","1.149.9","14626","","","","0"
"1998","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755441","1.149.10","238.26","","","","2"
"1999","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755441","1.149.10","246.62","","","","2"
"2000","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755441","1.149.10","247.50","","","","2"
"2001","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755441","1.149.10","219.60","","","","2"
"2002","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755441","1.149.10","209.63","","","","2"
"2003","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755441","1.149.10","185.77","","","","2"
"2004","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755441","1.149.10","177.48","","","","2"
"2005","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755441","1.149.10","171.73","","","","2"
"2006","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755441","1.149.10","166.72","","","","2"
"2007","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755441","1.149.10","164.70","","","","2"
"2008","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755441","1.149.10","171.87","","","","2"
"2009","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755441","1.149.10","165.47","","","","2"
"2010","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755441","1.149.10","154.91","","","","2"
"2011","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755441","1.149.10","151.88","","","","2"
"2012","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755441","1.149.10","149.46","","","","2"
"2013","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755441","1.149.10","134.78","","","","2"
"2014","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755441","1.149.10","129.33","","","","2"
"2015","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755441","1.149.10","128.84","","","","2"
"2016","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755441","1.149.10","124.40","","","","2"
"2017","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755441","1.149.10","120.55","","","","2"
"2018","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755441","1.149.10","115.89","","","","2"
"2019","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755441","1.149.10","123.94","","","","2"
"1998","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v68755442","1.149.11","0","","","","0"
"1999","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v68755442","1.149.11","0","","","","0"
"2000","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v68755442","1.149.11","0","","","","0"
"2001","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v68755442","1.149.11","0","","","","0"
"2002","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v68755442","1.149.11","0","","","","0"
"2003","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v68755442","1.149.11","0","","","","0"
"2004","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v68755442","1.149.11","0","","","","0"
"2005","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v68755442","1.149.11","0","","","","0"
"2006","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v68755442","1.149.11","0","","","","0"
"2007","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v68755442","1.149.11","137","","","","0"
"2008","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v68755442","1.149.11","141","","","","0"
"2009","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v68755442","1.149.11","164","","","","0"
"2010","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v68755442","1.149.11","122","","","","0"
"2011","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v68755442","1.149.11","106","","","","0"
"2012","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v68755442","1.149.11","121","","","","0"
"2013","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v68755442","1.149.11","66","","","","0"
"2014","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v68755442","1.149.11","55","","","","0"
"2015","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v68755442","1.149.11","68","","","","0"
"2016","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v68755442","1.149.11","61","","","","0"
"2017","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v68755442","1.149.11","55","","","","0"
"2018","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v68755442","1.149.11","88","","","","0"
"2019","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v68755442","1.149.11","70","","","","0"
"1998","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755443","1.149.12","0.00","","","","2"
"1999","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755443","1.149.12","0.00","","","","2"
"2000","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755443","1.149.12","0.00","","","","2"
"2001","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755443","1.149.12","0.00","","","","2"
"2002","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755443","1.149.12","0.00","","","","2"
"2003","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755443","1.149.12","0.00","","","","2"
"2004","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755443","1.149.12","0.00","","","","2"
"2005","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755443","1.149.12","0.00","","","","2"
"2006","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755443","1.149.12","0.00","","","","2"
"2007","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755443","1.149.12","13.25","","","","2"
"2008","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755443","1.149.12","13.69","","","","2"
"2009","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755443","1.149.12","16.05","","","","2"
"2010","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755443","1.149.12","12.05","","","","2"
"2011","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755443","1.149.12","10.61","","","","2"
"2012","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755443","1.149.12","12.34","","","","2"
"2013","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755443","1.149.12","6.88","","","","2"
"2014","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755443","1.149.12","5.83","","","","2"
"2015","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755443","1.149.12","7.24","","","","2"
"2016","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755443","1.149.12","6.45","","","","2"
"2017","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755443","1.149.12","5.81","","","","2"
"2018","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755443","1.149.12","9.27","","","","2"
"2019","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755443","1.149.12","7.33","","","","2"
"1998","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v68755444","1.149.13","0","","","","0"
"1999","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v68755444","1.149.13","0","","","","0"
"2000","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v68755444","1.149.13","0","","","","0"
"2001","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v68755444","1.149.13","0","","","","0"
"2002","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v68755444","1.149.13","0","","","","0"
"2003","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v68755444","1.149.13","0","","","","0"
"2004","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v68755444","1.149.13","0","","","","0"
"2005","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v68755444","1.149.13","0","","","","0"
"2006","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v68755444","1.149.13","0","","","","0"
"2007","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v68755444","1.149.13","5","","","","0"
"2008","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v68755444","1.149.13","6","","","","0"
"2009","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v68755444","1.149.13","10","","","","0"
"2010","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v68755444","1.149.13","9","","","","0"
"2011","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v68755444","1.149.13","11","","","","0"
"2012","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v68755444","1.149.13","10","","","","0"
"2013","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v68755444","1.149.13","4","","","","0"
"2014","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v68755444","1.149.13","4","","","","0"
"2015","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v68755444","1.149.13","9","","","","0"
"2016","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v68755444","1.149.13","7","","","","0"
"2017","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v68755444","1.149.13","13","","","","0"
"2018","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v68755444","1.149.13","12","","","","0"
"2019","Ontario [35]","2016A000235","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v68755444","1.149.13","10","","","","0"
"1998","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755445","1.149.14","0.00","","","","2"
"1999","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755445","1.149.14","0.00","","","","2"
"2000","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755445","1.149.14","0.00","","","","2"
"2001","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755445","1.149.14","0.00","","","","2"
"2002","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755445","1.149.14","0.00","","","","2"
"2003","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755445","1.149.14","0.00","","","","2"
"2004","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755445","1.149.14","0.00","","","","2"
"2005","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755445","1.149.14","0.00","","","","2"
"2006","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755445","1.149.14","0.00","","","","2"
"2007","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755445","1.149.14","0.48","","","","2"
"2008","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755445","1.149.14","0.58","","","","2"
"2009","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755445","1.149.14","0.98","","","","2"
"2010","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755445","1.149.14","0.89","","","","2"
"2011","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755445","1.149.14","1.10","","","","2"
"2012","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755445","1.149.14","1.02","","","","2"
"2013","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755445","1.149.14","0.42","","","","2"
"2014","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755445","1.149.14","0.42","","","","2"
"2015","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755445","1.149.14","0.96","","","","2"
"2016","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755445","1.149.14","0.74","","","","2"
"2017","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755445","1.149.14","1.37","","","","2"
"2018","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755445","1.149.14","1.26","","","","2"
"2019","Ontario [35]","2016A000235","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755445","1.149.14","1.05","","","","2"


