"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2005","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v68755453","1.150.8","0.26","","","","2"
"2006","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v68755453","1.150.8","0.25","","","","2"
"2007","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v68755453","1.150.8","0.39","","","","2"
"2008","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v68755453","1.150.8","0.31","","","","2"
"2009","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v68755453","1.150.8","0.22","","","","2"
"2010","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v68755453","1.150.8","0.23","","","","2"
"2011","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v68755453","1.150.8","0.19","","","","2"
"2012","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v68755453","1.150.8","0.21","","","","2"
"2013","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v68755453","1.150.8","0.14","","","","2"
"2014","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v68755453","1.150.8","0.17","","","","2"
"2015","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v68755453","1.150.8","0.19","","","","2"
"2016","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v68755453","1.150.8","0.18","","","","2"
"2017","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v68755453","1.150.8","0.15","","","","2"
"2018","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v68755453","1.150.8","0.20","","","","2"
"2019","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v68755453","1.150.8","0.04","","","","2"
"1998","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, adult charged","Number","223","units","0","v68755454","1.150.9","19","","","","0"
"1999","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, adult charged","Number","223","units","0","v68755454","1.150.9","46","","","","0"
"2000","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, adult charged","Number","223","units","0","v68755454","1.150.9","55","","","","0"
"2001","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, adult charged","Number","223","units","0","v68755454","1.150.9","31","","","","0"
"2002","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, adult charged","Number","223","units","0","v68755454","1.150.9","26","","","","0"
"2003","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, adult charged","Number","223","units","0","v68755454","1.150.9","47","","","","0"
"2004","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, adult charged","Number","223","units","0","v68755454","1.150.9","35","","","","0"
"2005","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, adult charged","Number","223","units","0","v68755454","1.150.9","28","","","","0"
"2006","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, adult charged","Number","223","units","0","v68755454","1.150.9","27","","","","0"
"2007","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, adult charged","Number","223","units","0","v68755454","1.150.9","42","","","","0"
"2008","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, adult charged","Number","223","units","0","v68755454","1.150.9","34","","","","0"
"2009","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, adult charged","Number","223","units","0","v68755454","1.150.9","24","","","","0"
"2010","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, adult charged","Number","223","units","0","v68755454","1.150.9","25","","","","0"
"2011","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, adult charged","Number","223","units","0","v68755454","1.150.9","22","","","","0"
"2012","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, adult charged","Number","223","units","0","v68755454","1.150.9","24","","","","0"
"2013","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, adult charged","Number","223","units","0","v68755454","1.150.9","17","","","","0"
"2014","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, adult charged","Number","223","units","0","v68755454","1.150.9","19","","","","0"
"2015","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, adult charged","Number","223","units","0","v68755454","1.150.9","22","","","","0"
"2016","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, adult charged","Number","223","units","0","v68755454","1.150.9","22","","","","0"
"2017","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, adult charged","Number","223","units","0","v68755454","1.150.9","19","","","","0"
"2018","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, adult charged","Number","223","units","0","v68755454","1.150.9","25","","","","0"
"2019","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, adult charged","Number","223","units","0","v68755454","1.150.9","5","","","","0"
"1998","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755455","1.150.10","0.22","","","","2"
"1999","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755455","1.150.10","0.52","","","","2"
"2000","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755455","1.150.10","0.62","","","","2"
"2001","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755455","1.150.10","0.34","","","","2"
"2002","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755455","1.150.10","0.28","","","","2"
"2003","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755455","1.150.10","0.50","","","","2"
"2004","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755455","1.150.10","0.36","","","","2"
"2005","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755455","1.150.10","0.29","","","","2"
"2006","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755455","1.150.10","0.27","","","","2"
"2007","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755455","1.150.10","0.42","","","","2"
"2008","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755455","1.150.10","0.34","","","","2"
"2009","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755455","1.150.10","0.23","","","","2"
"2010","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755455","1.150.10","0.24","","","","2"
"2011","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755455","1.150.10","0.21","","","","2"
"2012","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755455","1.150.10","0.22","","","","2"
"2013","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755455","1.150.10","0.16","","","","2"
"2014","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755455","1.150.10","0.17","","","","2"
"2015","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755455","1.150.10","0.20","","","","2"
"2016","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755455","1.150.10","0.20","","","","2"
"2017","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755455","1.150.10","0.17","","","","2"
"2018","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755455","1.150.10","0.22","","","","2"
"2019","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v68755455","1.150.10","0.04","","","","2"
"1998","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth charged","Number","223","units","0","v68755456","1.150.11","0","","","","0"
"1999","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth charged","Number","223","units","0","v68755456","1.150.11","0","","","","0"
"2000","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth charged","Number","223","units","0","v68755456","1.150.11","0","","","","0"
"2001","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth charged","Number","223","units","0","v68755456","1.150.11","0","","","","0"
"2002","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth charged","Number","223","units","0","v68755456","1.150.11","0","","","","0"
"2003","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth charged","Number","223","units","0","v68755456","1.150.11","0","","","","0"
"2004","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth charged","Number","223","units","0","v68755456","1.150.11","0","","","","0"
"2005","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth charged","Number","223","units","0","v68755456","1.150.11","0","","","","0"
"2006","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth charged","Number","223","units","0","v68755456","1.150.11","0","","","","0"
"2007","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth charged","Number","223","units","0","v68755456","1.150.11","1","","","","0"
"2008","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth charged","Number","223","units","0","v68755456","1.150.11","1","","","","0"
"2009","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth charged","Number","223","units","0","v68755456","1.150.11","1","","","","0"
"2010","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth charged","Number","223","units","0","v68755456","1.150.11","1","","","","0"
"2011","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth charged","Number","223","units","0","v68755456","1.150.11","0","","","","0"
"2012","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth charged","Number","223","units","0","v68755456","1.150.11","0","","","","0"
"2013","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth charged","Number","223","units","0","v68755456","1.150.11","0","","","","0"
"2014","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth charged","Number","223","units","0","v68755456","1.150.11","1","","","","0"
"2015","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth charged","Number","223","units","0","v68755456","1.150.11","1","","","","0"
"2016","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth charged","Number","223","units","0","v68755456","1.150.11","0","","","","0"
"2017","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth charged","Number","223","units","0","v68755456","1.150.11","0","","","","0"
"2018","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth charged","Number","223","units","0","v68755456","1.150.11","0","","","","0"
"2019","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth charged","Number","223","units","0","v68755456","1.150.11","0","","","","0"
"1998","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755457","1.150.12","0.00","","","","2"
"1999","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755457","1.150.12","0.00","","","","2"
"2000","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755457","1.150.12","0.00","","","","2"
"2001","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755457","1.150.12","0.00","","","","2"
"2002","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755457","1.150.12","0.00","","","","2"
"2003","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755457","1.150.12","0.00","","","","2"
"2004","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755457","1.150.12","0.00","","","","2"
"2005","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755457","1.150.12","0.00","","","","2"
"2006","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755457","1.150.12","0.00","","","","2"
"2007","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755457","1.150.12","0.10","","","","2"
"2008","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755457","1.150.12","0.10","","","","2"
"2009","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755457","1.150.12","0.10","","","","2"
"2010","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755457","1.150.12","0.10","","","","2"
"2011","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755457","1.150.12","0.00","","","","2"
"2012","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755457","1.150.12","0.00","","","","2"
"2013","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755457","1.150.12","0.00","","","","2"
"2014","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755457","1.150.12","0.11","","","","2"
"2015","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755457","1.150.12","0.11","","","","2"
"2016","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755457","1.150.12","0.00","","","","2"
"2017","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755457","1.150.12","0.00","","","","2"
"2018","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755457","1.150.12","0.00","","","","2"
"2019","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755457","1.150.12","0.00","","","","2"
"1998","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth not charged","Number","223","units","0","v68755458","1.150.13","0","","","","0"
"1999","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth not charged","Number","223","units","0","v68755458","1.150.13","0","","","","0"
"2000","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth not charged","Number","223","units","0","v68755458","1.150.13","0","","","","0"
"2001","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth not charged","Number","223","units","0","v68755458","1.150.13","0","","","","0"
"2002","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth not charged","Number","223","units","0","v68755458","1.150.13","0","","","","0"
"2003","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth not charged","Number","223","units","0","v68755458","1.150.13","0","","","","0"
"2004","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth not charged","Number","223","units","0","v68755458","1.150.13","0","","","","0"
"2005","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth not charged","Number","223","units","0","v68755458","1.150.13","0","","","","0"
"2006","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth not charged","Number","223","units","0","v68755458","1.150.13","0","","","","0"
"2007","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth not charged","Number","223","units","0","v68755458","1.150.13","0","","","","0"
"2008","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth not charged","Number","223","units","0","v68755458","1.150.13","0","","","","0"
"2009","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth not charged","Number","223","units","0","v68755458","1.150.13","0","","","","0"
"2010","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth not charged","Number","223","units","0","v68755458","1.150.13","0","","","","0"
"2011","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth not charged","Number","223","units","0","v68755458","1.150.13","0","","","","0"
"2012","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth not charged","Number","223","units","0","v68755458","1.150.13","0","","","","0"
"2013","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth not charged","Number","223","units","0","v68755458","1.150.13","0","","","","0"
"2014","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth not charged","Number","223","units","0","v68755458","1.150.13","0","","","","0"
"2015","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth not charged","Number","223","units","0","v68755458","1.150.13","0","","","","0"
"2016","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth not charged","Number","223","units","0","v68755458","1.150.13","0","","","","0"
"2017","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth not charged","Number","223","units","0","v68755458","1.150.13","0","","","","0"
"2018","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth not charged","Number","223","units","0","v68755458","1.150.13","0","","","","0"
"2019","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, youth not charged","Number","223","units","0","v68755458","1.150.13","0","","","","0"
"1998","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755459","1.150.14","0.00","","","","2"
"1999","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755459","1.150.14","0.00","","","","2"
"2000","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755459","1.150.14","0.00","","","","2"
"2001","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755459","1.150.14","0.00","","","","2"
"2002","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755459","1.150.14","0.00","","","","2"
"2003","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755459","1.150.14","0.00","","","","2"
"2004","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755459","1.150.14","0.00","","","","2"
"2005","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755459","1.150.14","0.00","","","","2"
"2006","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755459","1.150.14","0.00","","","","2"
"2007","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755459","1.150.14","0.00","","","","2"
"2008","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755459","1.150.14","0.00","","","","2"
"2009","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755459","1.150.14","0.00","","","","2"
"2010","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755459","1.150.14","0.00","","","","2"
"2011","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755459","1.150.14","0.00","","","","2"
"2012","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755459","1.150.14","0.00","","","","2"
"2013","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755459","1.150.14","0.00","","","","2"
"2014","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755459","1.150.14","0.00","","","","2"
"2015","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755459","1.150.14","0.00","","","","2"
"2016","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755459","1.150.14","0.00","","","","2"
"2017","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755459","1.150.14","0.00","","","","2"
"2018","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755459","1.150.14","0.00","","","","2"
"2019","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v68755459","1.150.14","0.00","","","","2"


